"iconURI","iconName","iconDefinition","svg"
"https://data.crow.nl/imv/def/E11-einde-parkeerschijf","E11-einde-parkeerschijf","Een verkeersbord dat het einde van de parkeerschijf-zone aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E11.svg"
"https://data.crow.nl/imv/def/E11-einde-parkeerschijf","E11-einde-parkeerschijf","Een verkeersbord dat het einde van de parkeerschijf-zone aangeeft.","https://data.crow.nl/imv/term/E11-einde-parkeerschijf"
"https://data.crow.nl/imv/def/D2-pijlzijde-passeren","D2-pijlzijde-passeren","Een verkeersbord dat een gebod geeft voor alle bestuurders om het bord voorbij te gaan aan de zijde die de pijl aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/D2.svg"
"https://data.crow.nl/imv/def/D2-pijlzijde-passeren","D2-pijlzijde-passeren","Een verkeersbord dat een gebod geeft voor alle bestuurders om het bord voorbij te gaan aan de zijde die de pijl aangeeft.","https://data.crow.nl/imv/term/D2-pijlzijde-passeren"
"https://data.crow.nl/imv/def/C14-fiets","C14-fiets","Een verkeersbord dat aangeeft dat de weg gesloten is voor fietsen en voor gehandicaptenvoertuigen zonder motor.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C14.svg"
"https://data.crow.nl/imv/def/C14-fiets","C14-fiets","Een verkeersbord dat aangeeft dat de weg gesloten is voor fietsen en voor gehandicaptenvoertuigen zonder motor.","https://data.crow.nl/imv/term/C14-fiets"
"https://data.crow.nl/imv/def/G6-einde-erf","G6-einde-erf","Verkeersbord dat aanduidt dat het erf eindigt","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G6.svg"
"https://data.crow.nl/imv/def/G6-einde-erf","G6-einde-erf","Verkeersbord dat aanduidt dat het erf eindigt","https://data.crow.nl/imv/term/G6-einde-erf"
"https://data.crow.nl/imv/def/F5-voorrang-tegenliggers","F5-voorrang-tegenliggers","Een verkeersbord dat aangeeft dat bestuurders bij nadering van tegenliggers geen voorrang hebben.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F5.svg"
"https://data.crow.nl/imv/def/F5-voorrang-tegenliggers","F5-voorrang-tegenliggers","Een verkeersbord dat aangeeft dat bestuurders bij nadering van tegenliggers geen voorrang hebben.","https://data.crow.nl/imv/term/F5-voorrang-tegenliggers"
"https://data.crow.nl/imv/def/J37-gevaar","J37-gevaar","Verkeersbord dat een waarschuwing aanduidt voor gevaar","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J37.svg"
"https://data.crow.nl/imv/def/J37-gevaar","J37-gevaar","Verkeersbord dat een waarschuwing aanduidt voor gevaar","https://data.crow.nl/imv/term/J37-gevaar"
"https://data.crow.nl/imv/def/F3-inhaalverbod-vrachtauto","F3-inhaalverbod-vrachtauto","Een verkeersbord dat aangeeft dat vrachtauto's verboden zijn motorvoertuigen in te halen.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F3.svg"
"https://data.crow.nl/imv/def/F3-inhaalverbod-vrachtauto","F3-inhaalverbod-vrachtauto","Een verkeersbord dat aangeeft dat vrachtauto's verboden zijn motorvoertuigen in te halen.","https://data.crow.nl/imv/term/F3-inhaalverbod-vrachtauto"
"https://data.crow.nl/imv/def/C7a-autobus","C7a-autobus","Een verkeersbord dat aangeeft dat de weg gesloten is voor autobussen","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C7a.svg"
"https://data.crow.nl/imv/def/C7a-autobus","C7a-autobus","Een verkeersbord dat aangeeft dat de weg gesloten is voor autobussen","https://data.crow.nl/imv/term/C7a-autobus"
"https://data.crow.nl/imv/def/E1-parkeerverbod","E1-parkeerverbod","Een verkeersbord dat aangeeft dat parkeren verboden is.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E1.svg"
"https://data.crow.nl/imv/def/E1-parkeerverbod","E1-parkeerverbod","Een verkeersbord dat aangeeft dat parkeren verboden is.","https://data.crow.nl/imv/term/E1-parkeerverbod"
"https://data.crow.nl/imv/def/C22a4-vrachtemissie-4-6","C22a4-vrachtemissie-4-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor vrachtauto's van emissieklasse 4 tot en met 6.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22a4.svg"
"https://data.crow.nl/imv/def/C22a4-vrachtemissie-4-6","C22a4-vrachtemissie-4-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor vrachtauto's van emissieklasse 4 tot en met 6.","https://data.crow.nl/imv/term/C22a4-vrachtemissie-4-6"
"https://data.crow.nl/imv/def/A5-einde-adviessnelheid","A5-einde-adviessnelheid","Verkeersbord dat het einde van de wettelijke maximumsnelheid aangeeft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/A5.svg"
"https://data.crow.nl/imv/def/A5-einde-adviessnelheid","A5-einde-adviessnelheid","Verkeersbord dat het einde van de wettelijke maximumsnelheid aangeeft","https://data.crow.nl/imv/term/A5-einde-adviessnelheid"
"https://data.crow.nl/imv/def/C22a7-milieu-bus-6","C22a7-milieu-bus-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor bussen van emissieklasse 6.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22a7.svg"
"https://data.crow.nl/imv/def/C22a7-milieu-bus-6","C22a7-milieu-bus-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor bussen van emissieklasse 6.","https://data.crow.nl/imv/term/C22a7-milieu-bus-6"
"https://data.crow.nl/imv/def/Zone-einde","Zone-einde","Tekst en drie zwarte schuine strepen die aanduiden dat  de zone eindigt.","https://data.crow.nl/imv/term/Zone-einde"
"https://data.crow.nl/imv/def/D4-verplichte-rijrichting","D4-verplichte-rijrichting","Een verkeersbord dat een gebod aangeeft tot het volgen van de rijrichting die op het bord is aangegeven.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/D4.svg"
"https://data.crow.nl/imv/def/D4-verplichte-rijrichting","D4-verplichte-rijrichting","Een verkeersbord dat een gebod aangeeft tot het volgen van de rijrichting die op het bord is aangegeven.","https://data.crow.nl/imv/term/D4-verplichte-rijrichting"
"https://data.crow.nl/imv/def/E8-parkeren-auto","E8-parkeren-auto","Een verkeersbord dat parkeergelegenheid aangeeft, uitsluitend voor auto's.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E8.svg"
"https://data.crow.nl/imv/def/E8-parkeren-auto","E8-parkeren-auto","Een verkeersbord dat parkeergelegenheid aangeeft, uitsluitend voor auto's.","https://data.crow.nl/imv/term/E8-parkeren-auto"
"https://data.crow.nl/imv/def/C23-01-spittsstrook","C23-01-spittsstrook","Een verkeersbord dat aangeeft dat de spitsstrook open is voor gebruik.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C23-01.svg"
"https://data.crow.nl/imv/def/C23-01-spittsstrook","C23-01-spittsstrook","Een verkeersbord dat aangeeft dat de spitsstrook open is voor gebruik.","https://data.crow.nl/imv/term/C23-01-spittsstrook"
"https://data.crow.nl/imv/def/G13-onverplicht-fietspad","G13-onverplicht-fietspad","Verkeersbord dat aanduidt dat het een onverplicht fietspad betreft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G13.svg"
"https://data.crow.nl/imv/def/G13-onverplicht-fietspad","G13-onverplicht-fietspad","Verkeersbord dat aanduidt dat het een onverplicht fietspad betreft","https://data.crow.nl/imv/term/G13-onverplicht-fietspad"
"https://data.crow.nl/imv/def/J34-ongeval","J34-ongeval","Verkeersbord dat een waarschuwing aanduidt voor ongeval","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J34.svg"
"https://data.crow.nl/imv/def/J34-ongeval","J34-ongeval","Verkeersbord dat een waarschuwing aanduidt voor ongeval","https://data.crow.nl/imv/term/J34-ongeval"
"https://data.crow.nl/imv/def/C2-eenrichtingsweg","C2-eenrichtingsweg","Een verkeersbord dat aanduidt dat de weg een eenrichtingsweg is, in deze richting gesloten voor voertuigen, ruiters en geleiders van rij- of trekdieren of vee.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C2.svg"
"https://data.crow.nl/imv/def/C2-eenrichtingsweg","C2-eenrichtingsweg","Een verkeersbord dat aanduidt dat de weg een eenrichtingsweg is, in deze richting gesloten voor voertuigen, ruiters en geleiders van rij- of trekdieren of vee.","https://data.crow.nl/imv/term/C2-eenrichtingsweg"
"https://data.crow.nl/imv/def/J26-kade","J26-kade","Verkeersbord dat een waarschuwing aanduidt voor kade of rivieroever","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J26.svg"
"https://data.crow.nl/imv/def/J26-kade","J26-kade","Verkeersbord dat een waarschuwing aanduidt voor kade of rivieroever","https://data.crow.nl/imv/term/J26-kade"
"https://data.crow.nl/imv/def/E8c-laadplaats","E8c-laadplaats","Een verkeersbord dat parkeergelegenheid aangeeft, uitsluitend voor het opladen van elektrische voertuigen.","https://data.crow.nl/imv/term/E8c-laadplaats"
"https://data.crow.nl/imv/def/E8c-laadplaats","E8c-laadplaats","Een verkeersbord dat parkeergelegenheid aangeeft, uitsluitend voor het opladen van elektrische voertuigen.","https://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2023-07-01&g=2023-07-01"
"https://data.crow.nl/imv/def/J20-slipgevaar","J20-slipgevaar","Verkeersbord dat een waarschuwing aanduidt voor slipgevaar","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J20.svg"
"https://data.crow.nl/imv/def/J20-slipgevaar","J20-slipgevaar","Verkeersbord dat een waarschuwing aanduidt voor slipgevaar","https://data.crow.nl/imv/term/J20-slipgevaar"
"https://data.crow.nl/imv/def/C16-voetganger","C16-voetganger","Een verkeersbord dat aangeeft dat de weg gesloten is voor voetgangers.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C16.svg"
"https://data.crow.nl/imv/def/C16-voetganger","C16-voetganger","Een verkeersbord dat aangeeft dat de weg gesloten is voor voetgangers.","https://data.crow.nl/imv/term/C16-voetganger"
"https://data.crow.nl/imv/def/J31-zijwind","J31-zijwind","Verkeersbord dat een waarschuwing aanduidt voor zijwind","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J31.svg"
"https://data.crow.nl/imv/def/J31-zijwind","J31-zijwind","Verkeersbord dat een waarschuwing aanduidt voor zijwind","https://data.crow.nl/imv/term/J31-zijwind"
"https://data.crow.nl/imv/def/J21-kinderen","J21-kinderen","Verkeersbord dat een waarschuwing aanduidt voor kinderen","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J21.svg"
"https://data.crow.nl/imv/def/J21-kinderen","J21-kinderen","Verkeersbord dat een waarschuwing aanduidt voor kinderen","https://data.crow.nl/imv/term/J21-kinderen"
"https://data.crow.nl/imv/def/J25-stenen","J25-stenen","Verkeersbord dat een waarschuwing aanduidt voor losliggende stenen","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J25.svg"
"https://data.crow.nl/imv/def/J25-stenen","J25-stenen","Verkeersbord dat een waarschuwing aanduidt voor losliggende stenen","https://data.crow.nl/imv/term/J25-stenen"
"https://data.crow.nl/imv/def/C22b-einde-milieuzone","C22b-einde-milieuzone","Een verkeersbord dat aangeeft dat de geslotenverklaring van de milieuzone eindigt.","https://data.crow.nl/imv/term/C22b-einde-milieuzone"
"https://data.crow.nl/imv/def/C22b-einde-milieuzone","C22b-einde-milieuzone","Een verkeersbord dat aangeeft dat de geslotenverklaring van de milieuzone eindigt.","https://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2023-07-01&g=2023-07-01"
"https://data.crow.nl/imv/def/A1-snelheid","A1-snelheid","Verkeersbord dat de wettelijke maximumsnelheid aangeeft","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/A1.svg"
"https://data.crow.nl/imv/def/A1-snelheid","A1-snelheid","Verkeersbord dat de wettelijke maximumsnelheid aangeeft","https://data.crow.nl/imv/term/A1-snelheid"
"https://data.crow.nl/imv/def/C22a9-milieu-vracht-bus-6","C22a9-milieu-vracht-bus-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor vrachtauto's en bussen van emissieklasse 6.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22a9.svg"
"https://data.crow.nl/imv/def/C22a9-milieu-vracht-bus-6","C22a9-milieu-vracht-bus-6","Een onderbord dat aangeeft dat de milieuzone toegankelijk is voor vrachtauto's en bussen van emissieklasse 6.","https://data.crow.nl/imv/term/C22a9-milieu-vracht-bus-6"
"https://data.crow.nl/imv/def/J30-vliegtuigen","J30-vliegtuigen","Verkeersbord dat een waarschuwing aanduidt voor laagvliegende vliegtuigen","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J30.svg"
"https://data.crow.nl/imv/def/J30-vliegtuigen","J30-vliegtuigen","Verkeersbord dat een waarschuwing aanduidt voor laagvliegende vliegtuigen","https://data.crow.nl/imv/term/J30-vliegtuigen"
"https://data.crow.nl/imv/def/C5-tweerichtingsweg","C5-tweerichtingsweg","Een verkeersbord dat aangeeft dat de weg in beide richtingen bereden mag worden","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C5.svg"
"https://data.crow.nl/imv/def/C5-tweerichtingsweg","C5-tweerichtingsweg","Een verkeersbord dat aangeeft dat de weg in beide richtingen bereden mag worden","https://data.crow.nl/imv/term/C5-tweerichtingsweg"
"https://data.crow.nl/imv/def/GaTerug","GaTerug","Een rechthoekig wit icoon met daarin de tekst Ga terug.","https://data.crow.nl/imv/term/GaTerug"
"https://data.crow.nl/imv/def/F20-einde-vracht-bus-baan","F20-einde-vracht-bus-baan","Een verkeersbord dat het einde van de rijbaan voor vrachtauto's en lijnbussen aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F20.svg"
"https://data.crow.nl/imv/def/F20-einde-vracht-bus-baan","F20-einde-vracht-bus-baan","Een verkeersbord dat het einde van de rijbaan voor vrachtauto's en lijnbussen aangeeft.","https://data.crow.nl/imv/term/F20-einde-vracht-bus-baan"
"https://data.crow.nl/imv/def/C1-gesloten","C1-gesloten","Een verkeersbord dat aanduidt dat de weg in beide richtingen gesloten is voor voertuigen, ruiters en geleiders van rij- of trekdieren of vee.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C1.svg"
"https://data.crow.nl/imv/def/C1-gesloten","C1-gesloten","Een verkeersbord dat aanduidt dat de weg in beide richtingen gesloten is voor voertuigen, ruiters en geleiders van rij- of trekdieren of vee.","https://data.crow.nl/imv/term/C1-gesloten"
"https://data.crow.nl/imv/def/J6-steile-helling","J6-steile-helling","Verkeersbord dat een waarschuwing aanduidt voor steile helling","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J6.svg"
"https://data.crow.nl/imv/def/J6-steile-helling","J6-steile-helling","Verkeersbord dat een waarschuwing aanduidt voor steile helling","https://data.crow.nl/imv/term/J6-steile-helling"
"https://data.crow.nl/imv/def/C17-voertuiglengte","C17-voertuiglengte","Een verkeersbord dat aangeeft dat de weg gesloten is voor voertuigen en samenstellen van voertuigen die, met inbegrip van de lading, langer zijn dan op het bord is aangegeven.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C17.svg"
"https://data.crow.nl/imv/def/C17-voertuiglengte","C17-voertuiglengte","Een verkeersbord dat aangeeft dat de weg gesloten is voor voertuigen en samenstellen van voertuigen die, met inbegrip van de lading, langer zijn dan op het bord is aangegeven.","https://data.crow.nl/imv/term/C17-voertuiglengte"
"https://data.crow.nl/imv/def/C22c-nul-emissie-vracht","C22c-nul-emissie-vracht","Een verkeersbord dat aangeeft dat de weg gesloten is voor bedrijfs- en vrachtauto's vanwege de nul-emissiezone.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22c.svg"
"https://data.crow.nl/imv/def/C22c-nul-emissie-vracht","C22c-nul-emissie-vracht","Een verkeersbord dat aangeeft dat de weg gesloten is voor bedrijfs- en vrachtauto's vanwege de nul-emissiezone.","https://data.crow.nl/imv/term/C22c-nul-emissie-vracht"
"https://data.crow.nl/imv/def/Tot-x-meter-vanaf-bord","Tot-x-meter-vanaf-bord","Wit rechthoekig icoon met de tekst x meter, met x de afstand in meters vanaf het bord tot het einde van de geldigheid van het bord.","https://data.crow.nl/imv/term/Tot-x-meter-vanaf-bord"
"https://data.crow.nl/imv/def/E10-parkeerschijf","E10-parkeerschijf","Een verkeersbord dat een parkeerschijf-zone aangeeft met verplicht gebruik van een parkeerschijf.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E10.svg"
"https://data.crow.nl/imv/def/E10-parkeerschijf","E10-parkeerschijf","Een verkeersbord dat een parkeerschijf-zone aangeeft met verplicht gebruik van een parkeerschijf.","https://data.crow.nl/imv/term/E10-parkeerschijf"
"https://data.crow.nl/imv/def/C10-aanhangwagen","C10-aanhangwagen","een verkeersbord dat aangeeft dat een weg gesloten is voor voor motorvoertuigen met aanhangwagen","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C10.svg"
"https://data.crow.nl/imv/def/C10-aanhangwagen","C10-aanhangwagen","een verkeersbord dat aangeeft dat een weg gesloten is voor voor motorvoertuigen met aanhangwagen","https://data.crow.nl/imv/term/C10-aanhangwagen"
"https://data.crow.nl/imv/def/F8-einde-verboden","F8-einde-verboden","Een verkeersbord dat het einde van alle door verkeersborden aangegeven verboden aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F8.svg"
"https://data.crow.nl/imv/def/F8-einde-verboden","F8-einde-verboden","Een verkeersbord dat het einde van alle door verkeersborden aangegeven verboden aangeeft.","https://data.crow.nl/imv/term/F8-einde-verboden"
"https://data.crow.nl/imv/def/J18-versmalling-r","J18-versmalling-r","Verkeersbord dat een waarschuwing aanduidt voor rijbaanversmalling rechts","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J18.svg"
"https://data.crow.nl/imv/def/J18-versmalling-r","J18-versmalling-r","Verkeersbord dat een waarschuwing aanduidt voor rijbaanversmalling rechts","https://data.crow.nl/imv/term/J18-versmalling-r"
"https://data.crow.nl/imv/def/B4-voorrang-links","B4-voorrang-links","Een verkeersboord dat aangeeft dat je voorrang hebt op het volgende kruispunt met een weg van links","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/B4.svg"
"https://data.crow.nl/imv/def/B4-voorrang-links","B4-voorrang-links","Een verkeersboord dat aangeeft dat je voorrang hebt op het volgende kruispunt met een weg van links","https://data.crow.nl/imv/term/B4-voorrang-links"
"https://data.crow.nl/imv/def/D3-passeren-beide-zijden","D3-passeren-beide-zijden","Een verkeersbord dat aangeeft dat het bord aan beide zijden mag worden gepasseerd.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/D3.svg"
"https://data.crow.nl/imv/def/D3-passeren-beide-zijden","D3-passeren-beide-zijden","Een verkeersbord dat aangeeft dat het bord aan beide zijden mag worden gepasseerd.","https://data.crow.nl/imv/term/D3-passeren-beide-zijden"
"https://data.crow.nl/imv/def/J36-winter","J36-winter","Verkeersbord dat een waarschuwing aanduidt voor ijzel of sneeuw","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J36.svg"
"https://data.crow.nl/imv/def/J36-winter","J36-winter","Verkeersbord dat een waarschuwing aanduidt voor ijzel of sneeuw","https://data.crow.nl/imv/term/J36-winter"
"https://data.crow.nl/imv/def/E8a-kamperplaats","E8a-kamperplaats","Een verkeersbord dat parkeergelegenheid aangeeft, uitsluitend bestemd voor kampeerwagens.","https://data.crow.nl/imv/term/E8a-kamperplaats"
"https://data.crow.nl/imv/def/E8a-kamperplaats","E8a-kamperplaats","Een verkeersbord dat parkeergelegenheid aangeeft, uitsluitend bestemd voor kampeerwagens.","https://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2023-07-01&g=2023-07-01"
"https://data.crow.nl/imv/def/G12-einde-verplicht-fietspad","G12-einde-verplicht-fietspad","Verkeersbord dat aanduidt dat het verplichte fietspad eindigt","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/G12.svg"
"https://data.crow.nl/imv/def/G12-einde-verplicht-fietspad","G12-einde-verplicht-fietspad","Verkeersbord dat aanduidt dat het verplichte fietspad eindigt","https://data.crow.nl/imv/term/G12-einde-verplicht-fietspad"
"https://data.crow.nl/imv/def/C22c1-nul-emissie","C22c1-nul-emissie","Een onderbord dat aangeeft dat de nul-emissiezone toegankelijk is voor emissieloze bedrijfs- en vrachtauto's.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/C22c1.svg"
"https://data.crow.nl/imv/def/C22c1-nul-emissie","C22c1-nul-emissie","Een onderbord dat aangeeft dat de nul-emissiezone toegankelijk is voor emissieloze bedrijfs- en vrachtauto's.","https://data.crow.nl/imv/term/C22c1-nul-emissie"
"https://data.crow.nl/imv/def/E3-verbod-fietsparkeren","E3-verbod-fietsparkeren","Een verkeersbord dat aangeeft dat het plaatsen van fietsen en bromfietsen verboden is.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/E3.svg"
"https://data.crow.nl/imv/def/E3-verbod-fietsparkeren","E3-verbod-fietsparkeren","Een verkeersbord dat aangeeft dat het plaatsen van fietsen en bromfietsen verboden is.","https://data.crow.nl/imv/term/E3-verbod-fietsparkeren"
"https://data.crow.nl/imv/def/F15-trambaan","F15-trambaan","Een verkeersbord dat aangeeft dat een rijbaan uitsluitend bedoeld is voor trams.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F15.svg"
"https://data.crow.nl/imv/def/F15-trambaan","F15-trambaan","Een verkeersbord dat aangeeft dat een rijbaan uitsluitend bedoeld is voor trams.","https://data.crow.nl/imv/term/F15-trambaan"
"https://data.crow.nl/imv/def/F7-keerverbod","F7-keerverbod","Een verkeersbord dat een verbod aangeeft om te keren.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F7.svg"
"https://data.crow.nl/imv/def/F7-keerverbod","F7-keerverbod","Een verkeersbord dat een verbod aangeeft om te keren.","https://data.crow.nl/imv/term/F7-keerverbod"
"https://data.crow.nl/imv/def/F18-einde-bus-tram-baan","F18-einde-bus-tram-baan","Een verkeersbord dat het einde van de bus- en trambaan aangeeft.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F18.svg"
"https://data.crow.nl/imv/def/F18-einde-bus-tram-baan","F18-einde-bus-tram-baan","Een verkeersbord dat het einde van de bus- en trambaan aangeeft.","https://data.crow.nl/imv/term/F18-einde-bus-tram-baan"
"https://data.crow.nl/imv/def/F10-stop","F10-stop","Een verkeersbord dat aangeeft dat stoppen verplicht is, met vermelding van reden of autoriteit.","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/F10.svg"
"https://data.crow.nl/imv/def/F10-stop","F10-stop","Een verkeersbord dat aangeeft dat stoppen verplicht is, met vermelding van reden of autoriteit.","https://data.crow.nl/imv/term/F10-stop"
"https://data.crow.nl/imv/def/E8b-parkeren-trottoir","E8b-parkeren-trottoir","Een verkeersbord dat parkeergelegenheid aangeeft voor het parkeren met twee wielen op het trottoir.","https://data.crow.nl/imv/term/E8b-parkeren-trottoir"
"https://data.crow.nl/imv/def/E8b-parkeren-trottoir","E8b-parkeren-trottoir","Een verkeersbord dat parkeergelegenheid aangeeft voor het parkeren met twee wielen op het trottoir.","https://wetten.overheid.nl/jci1.3:c:BWBR0004825&bijlage=1&z=2023-07-01&g=2023-07-01"
"https://data.crow.nl/imv/def/J19-versmalling-l","J19-versmalling-l","Verkeersbord dat een waarschuwing aanduidt voor rijbaanversmalling links","https://raw.githubusercontent.com/ndwnu/qgis-verkeersborden-style/24d3c1aa0e3dc14ff50cb58916efd82db4cbbd31/svg_verkeersborden/J19.svg"
