"URI","name","definition","svgImage"
"https://data.crow.nl/imv-standaard-platen/def/E08j","E08j","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor brandweer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08M-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J31","J31","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J31, zijwind.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J31-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F19","F19","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F19, rijbaan of -strook uitsluitend ten behoeve van vrachtauto’s en lijnbussen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F19-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J36","J36","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J36, ijzel of sneeuw.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J36-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J21-F-OB1004-A1-30","J21-F-OB1004-A1-30","Een rechthoekig verkeersbord met een fluoriserend geel achtergrondschild en daarop bord J21, kijk uit voor kinderen, daaronder de aanduiding schoolzone en daaronder een A1 bord voor 30 km/h..","https://raw.githubusercontent.com/nl-digigo/NLCS/3aac57cea5442d3b8c591d0596777bca946d6180/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J21_F_OB1004_A01_030-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C15","C15","Een rond verkeersbord met een rood achtergrondschild met daarop een C15 bord Gesloten voor vrachtverkeer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C15-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E05","E05","Een vierkant verkeersbord met een blauw achtergrondschild met daarop bord E5 Taxistandplaats.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E05-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/G11","G11","Een rond verkeersbord met een blauw achtergrondschild en daarop bord G11, verplicht fietspad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G11-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J12","J12","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J12, overweg met enkel spoor.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J12-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/B06","B06","Een driehoekig bord met een rood achtergrondschild met daarop verkeersbord B6 verleen voorrang.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_B06-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E08m","E08m","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor motorfietsen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08G-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J08","J08","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J8, gevaarlijk kruispunt.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J08-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C03","C03","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een C3 bord eenrichtingsverkeer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C03-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C08","C08","Een rond verkeersbord met een rood achtergrondschild met daarop een C8 bord Gesloten voor vrachtverkeer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C08-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F22","F22","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F22, einde rijbaan of -strook voor vrachtauto’s.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F22-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C22a","C22a","Een rond verkeersbord met een rood achtergrondschild met daarop een C22a verkeersbord 	gesloten voor personen- en bedrijfsauto’s, vrachtauto’s of bussen met een dieselmotor vanwege milieuzone.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_A-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/G05","G05","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G5, erf.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G05-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J29","J29","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J29, tegenliggers.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J29-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E02","E02","Een rond verkeersbord met een rood achtergrondschild met daarop een E2 bord Verbod stil te staan.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E02-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C17","C17","Een rond verkeersbord met een rood achtergrondschild met daarop een C17 bord gesloten voor voertuigen en samenstellen van voertuigen die, met inbegrip van de lading, langer zijn dan op het bord is aangegeven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C17-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C07","C07","Een rond verkeersbord met een rood achtergrondschild met daarop een C7 bord Gesloten voor vrachtverkeer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C07-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F04","F04","Een rond verkeersbord met een wit achtergrondschild en daarop bord F4, einde verbod voor vrachtauto's om motorvoertuigen in te halen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F04-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J21","J21","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J21, kinderen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J21-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J26","J26","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J26, kade of rivieroever.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J26-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/G06","G06","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G6, einde erf.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G06-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/A0130zbh","A0130zbh","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone, een A1 snelheidsbord voor 30 km/h en de tekst Herhaling","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_030_ZH-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/B03","B03","Een driehoekig bord met een rood achtergrondschild met daarop verkeersbord B3 voorrangskruispunt.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_B03-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F16","F16","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F16, einde trambaan of -strook.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F16-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E08d","E08d","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor bussen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08F-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C16","C16","Een rond verkeersbord met een rood achtergrondschild met daarop een C16 bord Gesloten voor voetgangers.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C16-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/G13","G13","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G13, onverplicht fietspad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G13-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F13","F13","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F13, rijbaan of -strook uitsluitend ten behoeve van lijnbussen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F13-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/G14","G14","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G14, einde onverplicht fietspad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G14-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J30","J30","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J30, laagvliegende vliegtuigen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J30-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/B05","B05","Een driehoekig bord met een rood achtergrondschild met daarop verkeersbord B5 voorrangskruising van rechts.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_B05-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J35","J35","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J35, slecht zicht door sneeuw, regen of mist.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J35-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E08-vracht","E08-vracht","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor vrachtauto's.",""
"https://data.crow.nl/imv-standaard-platen/def/G10","G10","Een rond verkeersbord met een blauw achtergrondschild en daarop bord G10, einde ruiterpad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G10-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C02","C02","Een rond verkeersbord met een rood achtergrondschild met daarop een C2 bord eenrichtingweg, in deze richting gesloten.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C02-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/B04","B04","Een driehoekig bord met een rood achtergrondschild met daarop verkeersbord B4 voorrangskruising van links.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_B04-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E08-bus-vracht","E08-bus-vracht","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor bussen en vrachtwagens.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08D-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/D04","D04","Een rond verkeersbord met een blauw achtergrondschild met daarop een D4 bord Gebod tot het volgen van de rijrichting die op het bord is aangegeven met pijl recht omhoog.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_D04-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E01","E01","Een rond verkeersbord met een rood achtergrondschild met daarop een E1 bord Parkeerverbod.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E01-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F07","F07","Een rond verkeersbord met een rood achtergrondschild en daarop bord F7, keerverbod.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F07-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/D03","D03","Een rond verkeersbord met een blauw achtergrondschild met daarop een D3 Bord mag aan beide zijden worden voorbijgegaan.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_D03-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F20","F20","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F20, einde rijbaan of -strook voor vrachtauto’s en lijnbussen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F20-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F03","F03","Een rond verkeersbord met een rood achtergrondschild en daarop bord F3, verbod voor vrachtauto's om motorvoertuigen in te halen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F03-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J05","J05","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J5, S-bocht(en), eerst naar links.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J05-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J20","J20","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J20, slipgevaar.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J20-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J10","J10","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J10, overweg met slagbomen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J10-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F08","F08","Een rond verkeersbord met een wit achtergrondschild en daarop bord F8, einde van alle door verkeersborden aangegeven verboden.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F08-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/D07","D07","Een rond verkeersbord met een blauw achtergrondschild met daarop een D7 Gebod tot het verplicht links- of rechtsaf slaan.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_D07-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J25","J25","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J25, losliggende stenen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J25-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C23-03","C23-03","Een vierkant verkeersbord met een blauw achtergrondschild met daarop  bord C23-03 Einde spitsstrook.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C23_03-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C20","C20","Een rond verkeersbord met een rood achtergrondschild met daarop een C20 bord gesloten voor voertuigen waarvan de aslast hoger is dan op het bord is aangegeven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C20-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C23-02","C23-02","Een vierkant verkeersbord met een blauw achtergrondschild met daarop  bord C23-02 Spitsstrook vrijmaken.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C23_02-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/G04","G04","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G4, einde autoweg.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G04-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F11","F11","","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F11-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C01","C01","Een rond verkeersbord met een rood achtergrondschild met daarop een C1 bord gesloten voor verkeer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C01-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J34","J34","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J34, ongeval.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J34-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/F21","F21","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F21, rijbaan of -strook uitsluitend ten behoeve van vrachtauto’s.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F21-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/G09","G09","Een rond verkeersbord met een blauw achtergrondschild en daarop bord G9, ruiterpad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G09-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J06","J06","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J6, steile helling.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J06-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/A0130","A0130","Een rond verkeersbord met een rood achtergrondschild met daarop een A1 snelheidsbord voor 30 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_030-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J15","J15","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J15, beweegbare brug.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J15-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C10","C10","Een rond verkeersbord met een rood achtergrondschild met daarop een C10 bord Gesloten voor motorvoertuigen met aanhangwagen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C10-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C05","C05","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een C5 bord voor tweerichtingsverkeer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C05-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/J21-F-OB1004","J21-F-OB1004","Een rechthoekig verkeersbord met een fluoriserend geel achtergrondschild en daarop bord J21, kijk uit voor kinderen en daaronder  de aanduiding schoolzone.","https://raw.githubusercontent.com/nl-digigo/NLCS/3aac57cea5442d3b8c591d0596777bca946d6180/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J21_F_OB1004-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E08b","E08b","Een vierkant verkeersbord met een blauw achtergrondschild met daarop bord E8b Parkeergelegenheid voor het parkeren met twee wielen op het trottoir.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08B-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/A01130","A01130","Een rond verkeersbord met een rood achtergrondschild met daarop een A1 snelheidsbord voor 130 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_130-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C22a5","C22a5","Een vierkant verkeersbord met een wit achtergrondschild  met daarop het onderbord 5 bij bord C22a: milieuzone toegankelijk voor vrachtauto’s emissieklasse 6.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_A5-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/A01100","A01100","Een rond verkeersbord met een rood achtergrondschild met daarop een A1 snelheidsbord voor 100 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_100-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E02ze","E02ze","Een vierkant verkeersbord met een wit achtergrondschild met daarop een grijskleurig E2 bord Verbod stil te staan en de aanduiding Zone Einde.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E02_ZE-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/A0130s","A0130s","Een vierkant verkeersbord met een zwart achtergrondschild met daarop een A1 snelheidsbord voor 30 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_030_S-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C02OB705f","C02OB705f","Een rechthoekig bord met een geel achtergrondschild met daarop verkeersbord C2 eenrichtingsverkeer, in deze richting gesloten en daaronder een wit icoon met daarin de tekst ga terug.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C02_F_OB705-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/C06zb","C06zb","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst zone en een C6 verkeersbord verboden voor auto's.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C06_ZB-SO.svg"
"https://data.crow.nl/imv-standaard-platen/def/E03zb","E03zb","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone en een E3 bord Verbod fietsen en bromfietsen te plaatsen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E03_ZB-SO.svg"
