"fysiekePlaatUri","fysiekePlaatNameNL","fysiekePlaatNameEN","fysiekePlaatDefinition","svg","parentFysiekePlaatUri","parentFysiekePlaatNaam"
"https://data.crow.nl/imv-standaard-platen/def/4bb9881d-3ffe-493c-8159-e5748f30772b","E09-ZB-Sleep","E09-ZB-tow-away","Een rechthoekig wit verkeersbord met daarop de aanduiding Zone en bord E9 Parkeergelegenheid alleen bestemd voor vergunninghouders, en daaronder een afbeelding van een voertuig dat wordt weggesleept.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E09_ZB_SLEEP-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/c1dfedda-1a3e-4eea-ba27-e50f72932259","A05-090","A05-090","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A5 einde snelheidsbord voor 90 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A05_090-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/7ff69696-43e3-4d4f-834f-060b7ee91da0","C04-R","C04-R","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een C4 bord voor eenrichtingsverkeer naar rechts.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C04_R-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/b8a36928-ebe9-42c9-b61e-e670d96936dd","A04-090","A04-090","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A4  snelheidsbord voor 90 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A04_090-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/c71ab165-3161-4ac8-a8b0-b9a5fc3c9a54","F10-Brigadier","F10-warden","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop een afbeelding van een hand die een F10-stop bord laat zien, een verkeersbrigadier.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F10_BRIGADIER-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/8836a154-cd2a-4cbd-9aa9-3d4a1bbd9150","D03","D03","Een rond verkeersbord met een blauw achtergrondschild met daarop een D3 Bord mag aan beide zijden worden voorbijgegaan.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_D03-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/642d26d7-de17-4f2e-81ce-9b1600c8b199","J22","J22","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J22, voetgangersoversteekplaats.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J22-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/181a6be5-4fbb-40ca-9b5b-c77061be8583","E02-ZH","E02-ZH","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone, een E2 bord Verbod stil te staan en de tekst Herhaling.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E03_ZH-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/48edf388-4de3-4f5f-9daa-5f9efd331a03","A01-030-ZB","A01-030-ZB","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone en een A1 snelheidsbord voor 30 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_030_ZB-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/2b2f0158-16d4-485b-aaa6-434cbd7b85d6","D02-RB","D02-RB","Een rond verkeersbord met een blauw achtergrondschild met daarop een D2 bord Gebod voor alle bestuurders het bord voorbij te gaan aan de rechterzijde, met pijl naar rechtsboven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_D02_RB-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/a9b57f22-625b-47f6-abcc-97abe77c302a","A01-090","A01-090","Een rond verkeersbord met een rood achtergrondschild met daarop een A1 snelheidsbord voor 90 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_090-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/d80d514b-2ec2-414e-ad1c-c6ae3385397f","C18","C18","Een rond verkeersbord met een rood achtergrondschild met daarop een C18 bord gesloten voor voertuigen die, met inbegrip van de lading, breder zijn dan op het bord is aangegeven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C18-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/ecf2e804-65d1-483f-9a89-9ce396c7577f","A01-100-S-TIJD","A01-100-S-TIME","Een vierkant verkeersbord met een zwart achtergrondschild met daarop een A1 snelheidsbord voor 100 km/h en een ruimte voor het invullen van de tijden waarop deze snelheid geldig is.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_100_S_TIJD-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/a99b2885-11e0-493e-8d14-72cabd8f5fa8","J39","J39","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J39, waarschuwing voor elektrische in- en uitschuifbare paal in de rijbaan (poller) waarmee toegankelijkheid van straten en gebieden kan worden geregeld.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J39-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/2346791e-e817-4b15-81a3-7fcb7d63d40a","A02-130","A02-130","Een rond verkeersbord met een wit achtergrondschild met daarop een A2 einde snelheidsbord voor 130 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A02_130-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/796ebf2e-aa54-4e00-a674-d92f300bc596","A05-070","A05-070","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A5 einde snelheidsbord voor 70 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A05_070-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/d9debb4f-e9e6-4d9b-94c4-88f3b5537a7c","A01-090-F","A01-090-F","Een vierkant verkeersbord met een fluoriserend geel achtergrondschild met daarop een A1 snelheidsbord voor 90 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_090_F-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/4650e6fe-c64d-413d-8ca5-9c821827a96b","J33","J33","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J33, file.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J33-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/9b482d68-fd9f-49ac-ba86-e3cfa7007d70","J08","J08","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J8, gevaarlijk kruispunt.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J08-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/e7a6de30-beba-4d31-9b36-4027d2c24329","G12b","G12b","Een rond verkeersbord met een blauw achtergrondschild en daarop bord G12b, einde fiets/bromfietspad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G12_B-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/37a83a86-00e1-4997-878c-b129dd33bcc9","G03","G03","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G3, autoweg.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G03-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/1cf431c5-df47-48fd-bf5a-8b3a80acee3d","A04-060","A04-060","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A4  snelheidsbord voor 60 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A04_060-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/58e25ea6-447f-4b07-a90b-7811bb05cab5","E10-ZB-Klem","E10-ZB-Clamp","Een rechthoekig wit verkeersbord met daarop de aanduiding Zone en bord E10  zone parkeerschijf met de maximale parkeertijd, en daaronder een afbeelding van een voertuig met een wielklem.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E10_ZB_KLEM-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/3b1e60f0-c50b-45d7-ba52-8fe25d75b9ec","A01-070","A01-070","Een rond verkeersbord met een rood achtergrondschild met daarop een A1 snelheidsbord voor 70 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_070-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/b322dd3c-948b-478e-ad11-f642738ea0c4","A04-070-F","A04-070-F","Een rechthoekig verkeersbord met een geel achtergrondschild met daarop een A4  snelheidsbord voor 70 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A04_070_F-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/27cffd90-49f4-4593-ba66-8984dc291953","J34","J34","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J34, ongeval.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J34-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/42a68c57-494f-4875-9c8f-e2a252cf0e34","C22A9","C22A9","Een vierkant verkeersbord met een wit achtergrondschild  met daarop het onderbord 9 bij bord C22a: milieuzone toegankelijk voor vrachtauto’s en bussen emissieklasse 6.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_A9-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/4649c5d2-1e33-476d-a680-ba1e6c98a353","F06","F06","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord F6, bestuurders uit tegengestelde richting moeten verkeer dat van deze richting nadert voor laten gaan.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F06-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/9c7a35e1-ab29-4063-b86c-72160ec66924","A02-050","A02-050","Een rond verkeersbord met een wit achtergrondschild met daarop een A2 einde snelheidsbord voor 50 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A02_050-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/4f8bc017-9d9b-4c1d-94cb-a15203ad34c8","D01","D01","Een rond verkeersbord met een blauw achtergrondschild met daarop een D1 bord rotonde.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_D01-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/c9ee6c08-17ce-4789-8724-e677f19bc6a8","A01-100-F","A01-100-F","Een vierkant verkeersbord met een fluoriserend geel achtergrondschild met daarop een A1 snelheidsbord voor 100 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_100_F-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/98e8f1de-2117-4b7c-9526-9a968e60d2f9","C22","C22","Een rond verkeersbord met een rood achtergrondschild met daarop een C22 verkeersbord 	
gesloten voor voertuigen met bepaalde gevaarlijke stoffen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/efed798e-a825-4ce8-9002-ceff2caaf6af","A01-120-S","A01-120-S","Een vierkant verkeersbord met een zwart achtergrondschild met daarop een A1 snelheidsbord voor 120 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_120_S-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/ee96f0db-6b8e-44c2-b1bd-75e73c315db7","G02","G02","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G2, einde autosnelweg.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G02-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/954130c7-5a8c-445c-b322-6f0f04d53cb3","J21","J21","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J21, kinderen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J21-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/f467e249-5b15-4094-87ff-1cc1d20cd99d","E02-ZB","E02-ZB","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone en een E2 bord Verbod stil te staan.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E02_ZB-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/7584730f-03a5-4149-acc0-4ba8b16f3866","A04-030","A04-030","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A4  snelheidsbord voor 30 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A04_030-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/58ccad18-b4d1-438a-ac17-8a0a99293f96","D05-R","D05-R","Een rond verkeersbord met een blauw achtergrondschild met daarop een D5 bord verplicht rechtsaf slaan.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_D05_R-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/6a6e50db-9221-45f4-9907-5110b0a60979","E08I","E08I","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor bromfietsen en fietsen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08I-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/c12d18f8-2843-4cfa-a679-755a0fe86ec0","E01-ZE","E01-ZE","Een vierkant verkeersbord met een wit achtergrondschild met daarop een grijskleurig E1 bord Parkeerverbod en de aanduiding Zone Einde.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E01_ZE-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/98bcdba1-5556-45b0-9eb2-a85779cddb9b","C22C1","C22C1","Een vierkant verkeersbord met een wit achtergrondschild  met daarop het onderbord bij bord C22c: nul-emissiezone toegankelijk voor emissieloze bedrijfs- en vrachtauto’s.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_C1-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/7deafc8d-72ee-49ff-98aa-fcb81c7a4628","A04-070","A04-070","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A4  snelheidsbord voor 70 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A04_070-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/c91c9395-456e-4ffe-8b72-b41deb51f871","J24","J24","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J24, fietsers en bromfietsers.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J24-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/cfdcadff-0d22-41e4-a3f3-8e8f5a9a46b9","C22A1","C22A1","Een vierkant verkeersbord met een wit achtergrondschild  met daarop onderbord C22a1","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_A1-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/7aac9ceb-9131-495b-aff8-7cc01abe89ff","C22a","C22a","Een rond verkeersbord met een rood achtergrondschild met daarop een C22a verkeersbord 	gesloten voor personen- en bedrijfsauto’s, vrachtauto’s of bussen met een dieselmotor vanwege milieuzone.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_A-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/5642d6f2-dc74-4fba-b0bf-9e8303113000","F16","F16","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F16, einde trambaan of -strook.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F16-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/39f250f2-e339-4f7f-84fd-200a7509a2b7","A04-050","A04-050","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A4  snelheidsbord voor 50 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A04_050-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/bd806946-a5f4-4cf6-be5f-89cc3d47f34d","J17","J17","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J17, rijbaanversmalling.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J17-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/89c1e829-9846-4141-a13e-61c98d0164ea","F13","F13","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F13, rijbaan of -strook uitsluitend ten behoeve van lijnbussen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F13-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/cfd5c4db-8fe9-4d1e-abae-46b3a7b67a01","A02-050-ZE","A02-050-ZE","Een rechthoekig verkeersbord met een wit achtergrondschild met daarop de tekst zone en een A2 einde snelheidsbord voor 50 km/h.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A02_050_ZE-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
