rvvCode; blackCode; zoneCode; textSigns;;;;;;Naam; Snelheid;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde onderbord 1;atrtribuutnaam 2;Waarde onderbord 2
A1(Zone);30;;UGS 3;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;UGS 3;;
A1(Zone);30;;uitgez parkeerplaats ind terrein;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;uitgez parkeerplaats ind terrein;;
A1(Zone);30;;uitgez. parkeerplaats ind.terrein;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;uitgez. parkeerplaats ind.terrein;;
A1;15;;uitgezonderd;;;;;;A1;15;;Vrije tekst;Omschrijving;uitgezonderd;;
A1;30;;uitgezonderd;;;;;;A1;30;;Vrije tekst;Omschrijving;uitgezonderd;;
A1;30;;uitgezonderd;;;;;;A1;30;;Vrije tekst;Omschrijving;uitgezonderd;;
A1;30;;uitgezonderd;;;;;;A1;30;;Vrije tekst;Omschrijving;uitgezonderd;;
A1;60;;uitgezonderd;;;;;;A1;60;;Vrije tekst;Omschrijving;uitgezonderd;;
A1;60;;uitgezonderd;;;;;;A1;60;;Vrije tekst;Omschrijving;uitgezonderd;;
A1(Zone);;;uitgezonderd;;;;;;A1;;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A1(Zone);30;;uitgezonderd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A1(Zone);30;;uitgezonderd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A1(Zone);30;;uitgezonderd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A1(Zone);30;;uitgezonderd;234; 236 en 238;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A1(Zone);60;;uitgezonderd;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A2;30;;uitgezonderd;;;;;;A2;30;;Vrije tekst;Omschrijving;uitgezonderd;;
A2(Zone);30;;uitgezonderd;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A2(Zone);30;;uitgezonderd;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A2(Zone);60;;uitgezonderd;;;;;;A2;60;Zone;Vrije tekst;Omschrijving;uitgezonderd;;
A4;30;;uitgezonderd;;;;;;A4;30;;Vrije tekst;Omschrijving;uitgezonderd;;
A1(Zone);30;;Uitgezonderd (snor)fietsers;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Uitgezonderd (snor)fietsers;;
A1(Zone);60;;uitgezonderd 08.00-18.00 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd 08.00-18.00 h;;
A2(Zone);30;;uitgezonderd 08.00-18.00 h;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd 08.00-18.00 h;;
A2(Zone);30;;uitgezonderd aantoonbare bestemming;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;uitgezonderd aantoonbare bestemming;;
A1(Zone);60;;uitgezonderd aanwonende exploitatie aanliggende percelen;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;uitgezonderd aanwonende exploitatie aanliggende percelen;;
A1;15;;UITGEZONDERD AANWONENDEN EN HUN BEZOEKERS;;;;;;A1;15;;Vrije tekst;Omschrijving;UITGEZONDERD AANWONENDEN EN HUN BEZOEKERS;;
A1;15;;uitgezonderd bestemmingsverkeer;;;;;;A1;15;;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1;30;;uitgezonderd bestemmingsverkeer;;;;;;A1;30;;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1;30;;uitgezonderd bestemmingsverkeer;;;;;;A1;30;;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1;50;;uitgezonderd bestemmingsverkeer;;;;;;A1;50;;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1;60;;uitgezonderd bestemmingsverkeer;;;;;;A1;60;;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1(Zone);30;;uitgezonderd bestemmingsverkeer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1(Zone);60;;uitgezonderd bestemmingsverkeer;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1(Zone);60;;uitgezonderd bestemmingsverkeer;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A2(Zone);30;;uitgezonderd bestemmingsverkeer;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;uitgezonderd bestemmingsverkeer;;
A1(Zone);60;;Uitgezonderd bestemmingsverkeer kern Hooge Zwaluwe;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Uitgezonderd bestemmingsverkeer kern Hooge Zwaluwe;;
A1;15;;uitgezonderd bewoners;;;;;;A1;15;;Vrije tekst;Omschrijving;uitgezonderd bewoners;;
A1(Zone);30;;uitgezonderd de daartoe aan- gegeven plaatsen onleesbaar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd de daartoe aan- gegeven plaatsen onleesbaar;;
A1(Zone);30;;uitgezonderd de daartoe aan- gegeven plaatsen onleesbaar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd de daartoe aan- gegeven plaatsen onleesbaar;;
A2(Zone);30;;uitgezonderd en exploitatie aanliggende percelen;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;uitgezonderd en exploitatie aanliggende percelen;;
A1;30;;uitgezonderd landbouwverkeer onleesbaar;;;;;;A1;30;;Vrije tekst;Omschrijving;uitgezonderd landbouwverkeer onleesbaar;;
A1;80;;uitgezonderd landbouwvoertuigen;;;;;;A1;80;;Vrije tekst;Omschrijving;uitgezonderd landbouwvoertuigen;;
A1;80;;uitgezonderd landoouw-voertuigen;;;;;;A1;80;;Vrije tekst;Omschrijving;uitgezonderd landoouw-voertuigen;;
A1(Zone);30;;uitgezonderd lijnbussen;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitgezonderd lijnbussen;;
A1;15;;UITGEZONDERD LIJNDIENSTEN;;;;;;A1;15;;Vrije tekst;Omschrijving;UITGEZONDERD LIJNDIENSTEN;;
A1(Zone);30;;uitgezonderd ma t/ m vrij 8.00-18.00 uur;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/ m vrij 8.00-18.00 uur;;
A1(Zone);30;;uitgezonderd ma t/m vr 08.00-18.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 08.00-18.00 h;;
A1(Zone);60;;uitgezonderd ma t/m vr 08.00-18.00 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 08.00-18.00 h;;
A1(Zone);30;;uitgezonderd ma t/m vr 08.00-18.00 uur APV;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 08.00-18.00 uur APV;;
A1(Zone);60;;uitgezonderd ma t/m vr 0800-1800 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 0800-1800 h;;
A1(Zone);30;;uitgezonderd ma t/m vr 8.00 - 18.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 8.00 - 18.00 h;;
A1(Zone);60;;uitgezonderd ma t/m vr 8.00-18.00 uur onleesbaar;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 8.00-18.00 uur onleesbaar;;
A1(Zone);30;;uitgezonderd ma t/m vr 8.00-18.00 uur uitgezonderd Hammerstraat(Kweekweg);;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 8.00-18.00 uur uitgezonderd Hammerstraat(Kweekweg);;
A1(Zone);60;;uitgezonderd ma t/m vr 8-18 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 8-18 h;;
A1(Zone);30;;uitgezonderd ma t/m vr 8-18 h art. 5:8 APV;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 8-18 h art. 5:8 APV;;
A1(Zone);60;;uitgezonderd ma t/m vr 8-18h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 8-18h;;
A1(Zone);30;;uitgezonderd ma t/m vr 8-18h art 5-8 APV;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr 8-18h art 5-8 APV;;
A1(Zone);30;;uitgezonderd ma t/m vr: 08.00 - 18.00h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma t/m vr: 08.00 - 18.00h;;
A1(Zone);30;;uitgezonderd Ma t/m Vrij. 08.00-18.00 uur;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd Ma t/m Vrij. 08.00-18.00 uur;;
A1(Zone);30;;uitgezonderd ma. t/ m vr. 8.00-18.00 uur;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/ m vr. 8.00-18.00 uur;;
A1(Zone);60;;uitgezonderd ma. t/ m vr. 8.00-18.00 uur;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/ m vr. 8.00-18.00 uur;;
A1(Zone);30;;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd Hammerstraat (kweekweg); plastic en textielcontainers enkel bestemd voor inwoners Gemeente Hulst illegaal dumpen van afval is strafbaar;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd Hammerstraat (kweekweg);;
A1(Zone);30;;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd Hammerstraat (Kweekweg);;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd Hammerstraat (Kweekweg);;
A1(Zone);60;;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd Hammerstraat (kweekweg);;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd Hammerstraat (kweekweg);;
A1(Zone);30;;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd onleesbaar;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/ m vr. 8.00-18.00 uur uitgezonderd onleesbaar;;
A1(Zone);60;;uitgezonderd ma. t/ m vr.8.00-18.00 uur;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/ m vr.8.00-18.00 uur;;
A2(Zone);30;;uitgezonderd ma. t/m vr. 08.00-18.00 h;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/m vr. 08.00-18.00 h;;
A2(Zone);30;;uitgezonderd ma. t/m vr. 08.00-18.00 u;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/m vr. 08.00-18.00 u;;
A1(Zone);30;;uitgezonderd ma. t/m vr. 08-18 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/m vr. 08-18 h;;
A1(Zone);30;;uitgezonderd ma. t/m vr. 8.00-18.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/m vr. 8.00-18.00 h;;
A1(Zone);60;;uitgezonderd ma. t/m vr. 8.00-18.00 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd ma. t/m vr. 8.00-18.00 h;;
A1(Zone);30;;uitgezonderd parkeer- vakken;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;uitgezonderd parkeer- vakken;;
A1(Zone);30;;Uitgezonderd Parkeerplaats lnd terrein;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Uitgezonderd Parkeerplaats lnd terrein;;
A1;30;;uitgezonderd parkeervakken;;;;;;A1;30;;Parkeerinstructie;Omschrijving;uitgezonderd parkeervakken;;
A1(Zone);60;;uitgezonderd van 08.00-18.00 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd van 08.00-18.00 h;;
A1(Zone);30;;uitgezonderd van zonsopkomst tot zonsondergang en perceeleigenaren;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd van zonsopkomst tot zonsondergang en perceeleigenaren;;
A1(Zone);60;;uitgezonderd werkdagen 08.00-18.00 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd werkdagen 08.00-18.00 h;;
A1(Zone);30;;uitgezonderd werkdagen 8- 18h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd werkdagen 8- 18h;;
A1;50;;uitgezonderd werkdagen 8-18 h;;;;;;A1;50;;Tijdstipaanduiding;Starttijd;uitgezonderd werkdagen 8-18 h;;
A1(Zone);30;;uitgezonderd werkdagen 8-18 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd werkdagen 8-18 h;;
A1(Zone);30;;uitgezonderd werkdagen van 08.00-18.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd werkdagen van 08.00-18.00 h;;
A2(Zone);30;;uitgezonderd werkdagen van 08.00-18.00 h;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd werkdagen van 08.00-18.00 h;;
A1(Zone);30;;uitgezonderd: ma tot vr 8-18 h uitgezonderd: P terrein ROM-S Spijksedijk 38;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;uitgezonderd: ma tot vr 8-18 h uitgezonderd: P terrein ROM-S Spijksedijk 38;;
A3;;;UITH 1 - ENK;;;;;;A3;;;Vrije tekst;Omschrijving;UITH 1 - ENK;;
A1;15;;uitrit;;;;;;A1;15;;Vrije tekst;Omschrijving;uitrit;;
A1;15;;Uitrit;;;;;;A1;15;;Vrije tekst;Omschrijving;Uitrit;;
A1;15;;UITRIT;;;;;;A1;15;;Vrije tekst;Omschrijving;UITRIT;;
A1;30;;UITRIT;;;;;;A1;30;;Vrije tekst;Omschrijving;UITRIT;;
A1(Zone);30;;uitrit;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitrit;;
A2(Zone);30;;uitrit;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;uitrit;;
A2(Zone);30;;Uitrit;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Uitrit;;
A2(Zone);30;;UITRIT;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;UITRIT;;
A4;30;;uitrit;;;;;;A4;30;;Vrije tekst;Omschrijving;uitrit;;
A4;40;;UITRIT;;;;;;A4;40;;Vrije tekst;Omschrijving;UITRIT;;
A4;50;;Uitrit 2x;;;;;;A4;50;;Vrije tekst;Omschrijving;Uitrit 2x;;
A1;30;;uitrit bouwverkeer;;;;;;A1;30;;Vrije tekst;Omschrijving;uitrit bouwverkeer;;
A1;50;;Uitrit bouwverkeer;;;;;;A1;50;;Vrije tekst;Omschrijving;Uitrit bouwverkeer;;
A1(Zone);30;;uitrit brandweer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitrit brandweer;;
A1;30;;UITRIT KLEAUTO'S;;;;;;A1;30;;Vrije tekst;Omschrijving;UITRIT KLEAUTO'S;;
A1;15;;UITRIT VRIJLATEN;;;;;;A1;15;;Vrije tekst;Omschrijving;UITRIT VRIJLATEN;;
A1;15;;UITRIT VRILATEN;;;;;;A1;15;;Vrije tekst;Omschrijving;UITRIT VRILATEN;;
A1;;;uitrit werkverkeer;;;;;;A1;;;Vrije tekst;Omschrijving;uitrit werkverkeer;;
A1;30;;uitrit werkverkeer;;;;;;A1;30;;Vrije tekst;Omschrijving;uitrit werkverkeer;;
A1(Zone);60;;UITRIT WERKVERKEER;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;UITRIT WERKVERKEER;;
A1;30;;Uitrit zandtransporten;;;;;;A1;30;;Vrije tekst;Omschrijving;Uitrit zandtransporten;;
A1;30;;Uitrit zand-transporten;;;;;;A1;30;;Vrije tekst;Omschrijving;Uitrit zand-transporten;;
A2(Zone);30;;UITRIT! Verleen voorrang;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;UITRIT! Verleen voorrang;;
A1;15;;uitsluitend bestemd voor trekker met gevolg;;;;;;A1;15;;Vrije tekst;Omschrijving;uitsluitend bestemd voor trekker met gevolg;;
A1;20;;Uitsluitend en alleen voor huurders.Wegsleepregeling van kracht.;;;;;;A1;20;;Vrije tekst;Omschrijving;Uitsluitend en alleen voor huurders.Wegsleepregeling van kracht.;;
A1;15;;uitsluitend in de vakken;;;;;;A1;15;;Vrije tekst;Omschrijving;uitsluitend in de vakken;;
A1;30;;uitsluitend in de vakken;;;;;;A1;30;;Vrije tekst;Omschrijving;uitsluitend in de vakken;;
A1;15;;uitsluitend parkeren bewoners en bezoekers woonzorgcomplex;;;;;;A1;15;;Parkeerinstructie;Omschrijving;uitsluitend parkeren bewoners en bezoekers woonzorgcomplex;;
A1;15;;Uitsluitend parkeren bezoekers BAT;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Uitsluitend parkeren bezoekers BAT;;
A1;15;;Uitsluitend parkeren in de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Uitsluitend parkeren in de vakken;;
A2;30;;uitsluitend parkeren voor bewoner Rijndijk 232;;;;;;A2;30;;Parkeerinstructie;Omschrijving;uitsluitend parkeren voor bewoner Rijndijk 232;;
A1(Zone);30;;UITVAARTCENTRUM MEDIA VITA;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;UITVAARTCENTRUM MEDIA VITA;;
A1;50;;uitvoegend werkverkeer;;;;;;A1;50;;Vrije tekst;Omschrijving;uitvoegend werkverkeer;;
A1;60;;uitweg;;;;;;A1;60;;Vrije tekst;Omschrijving;uitweg;;
A1(Zone);30;;uitwijkstroken gebruiken;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;uitwijkstroken gebruiken;;
A3;;;uw snelheid;;;;;;A3;;;Vrije tekst;Omschrijving;uw snelheid;;
A1;50;;Vaart minderen spaart kinderen;;;;;;A1;50;;Waarschuwing;Omschrijving;Vaart minderen spaart kinderen;;
A1;30;;van 07.00u-17.00u i.v.m. werkverkeer;;;;;;A1;30;;Tijdstipaanduiding;Starttijd;van 07.00u-17.00u i.v.m. werkverkeer;;
A1(Zone);30;;vechtdal overijssel;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;vechtdal overijssel;;
A1(Zone);60;;vechtdal overijssel;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;vechtdal overijssel;;
A1;30;;veerooster;;;;;;A1;30;;Vrije tekst;Omschrijving;veerooster;;
A1;30;;Veerooster;;;;;;A1;30;;Vrije tekst;Omschrijving;Veerooster;;
A2(Zone);30;;Veiliger oversteek over 100 meter;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Veiliger oversteek over 100 meter;;
A1(Zone);30;;verbod voertuigen te koop aan te bieden;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verbod voertuigen te koop aan te bieden;;
A1(Zone);30;;Verboden auto's te koop aan te bieden;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Verboden auto's te koop aan te bieden;;
A1;15;;Verboden honden uit te laten.;;;;;;A1;15;;Vrije tekst;Omschrijving;Verboden honden uit te laten.;;
A1;15;;verboden in te rijden eigen terrein;;;;;;A1;15;;Vrije tekst;Omschrijving;verboden in te rijden eigen terrein;;
A1(Zone);30;;verboden te betreden tussen: 22.00 en 06.00 uur (zomertijd) 20.00 en 06.00 uur (wintertijd) Art. 2.1.7.1 APV;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verboden te betreden tussen: 22.00 en 06.00 uur (zomertijd) 20.00 en 06.00 uur (wintertijd) Art. 2.1.7.1 APV;;
A2(Zone);60;;Verboden te maaien i.v.m. ecologisch bermbeheer;;;;;;A2;60;Zone;Vrije tekst;Omschrijving;Verboden te maaien i.v.m. ecologisch bermbeheer;;
A1(Zone);30;;Verboden te parkeren;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Verboden te parkeren;;
A1(Zone);30;;VERBODEN TE PARKEREN;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;VERBODEN TE PARKEREN;;
A1;15;;Verboden te parkeren ART.461.WETB.V.STRAFR.;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Verboden te parkeren ART.461.WETB.V.STRAFR.;;
A1;15;;Verboden te parkeren voor onbevoegden;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Verboden te parkeren voor onbevoegden;;
A1;50;;verboden te parkeren voor vrachtwagens en bussen. Geldt van ma. t/m vr. 18.00-08.00h en op za. en zo.;;;;;;A1;50;;Parkeerinstructie;Omschrijving;verboden te parkeren voor vrachtwagens en bussen. Geldt van ma. t/m vr. 18.00-08.00h en op za. en zo.;;
A1(Zone);30;;verboden te verblijven na sluitingstijd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verboden te verblijven na sluitingstijd;;
A1;30;;Verboden te vissen Niet parkeren op de wegen;;;;;;A1;30;;Parkeerinstructie;Omschrijving;Verboden te vissen Niet parkeren op de wegen;;
A1;30;;Verboden toegang art. 461 wetb. v. strafrecht;;;;;;A1;30;;Vrije tekst;Omschrijving;Verboden toegang art. 461 wetb. v. strafrecht;;
A1;15;;verboden toegang voor onbevoegden;;;;;;A1;15;;Vrije tekst;Omschrijving;verboden toegang voor onbevoegden;;
A1;15;;VERBODEN TOEGANG VOOR ONBEVOEGDEN;;;;;;A1;15;;Vrije tekst;Omschrijving;VERBODEN TOEGANG VOOR ONBEVOEGDEN;;
A1;30;;VERBODEN TOEGANG VOOR ONBEVOEGDEN;;;;;;A1;30;;Vrije tekst;Omschrijving;VERBODEN TOEGANG VOOR ONBEVOEGDEN;;
A2(Zone);30;;verboden voor bestuurders van rijwielen met in werking zijnde hulpmotor;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;verboden voor bestuurders van rijwielen met in werking zijnde hulpmotor;;
A1(Zone);30;;verboden voor bouwverkeer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verboden voor bouwverkeer;;
A1(Zone);30;;Verboden voor bouwverkeer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Verboden voor bouwverkeer;;
A1(Zone);30;;VERBODEN VOOR BOUWVERKEER;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;VERBODEN VOOR BOUWVERKEER;;
A1(Zone);60;;verboden voor NAM verkeer;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;verboden voor NAM verkeer;;
A1;15;;verboden voor onbevoegden;;;;;;A1;15;;Vrije tekst;Omschrijving;verboden voor onbevoegden;;
A1(Zone);30;;verboden voor touringcar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verboden voor touringcar;;
A1(Zone);30;;Verboden voor vrachtverkeer;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Verboden voor vrachtverkeer;;
A1(Zone);30;;verboden voor vrachtverkeer art. 461 W.v.s.;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verboden voor vrachtverkeer art. 461 W.v.s.;;
A1(Zone);30;;Verboden voor vrachtwagens project Reehorsterweg;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Verboden voor vrachtwagens project Reehorsterweg;;
A1(Zone);30;;Verboden vuil te storten;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Verboden vuil te storten;;
A2(Zone);30;;verboden vuil te storten;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;verboden vuil te storten;;
A4;50;;verboden zee onleesbaar en bern te onleesbaar  HONDEN AAN DE LIJN;;;;;;A4;50;;Vrije tekst;Omschrijving;verboden zee onleesbaar en bern te onleesbaar  HONDEN AAN DE LIJN;;
A1;30;;Vereniging van Eigenaren Parkeren alleen bewoners en bezorgend verkeer;;;;;;A1;30;;Parkeerinstructie;Omschrijving;Vereniging van Eigenaren Parkeren alleen bewoners en bezorgend verkeer;;
A1(Zone);30;;vergunninghouders permit holders Parkausweis-Inhaber;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;vergunninghouders permit holders Parkausweis-Inhaber;;
A1(Zone);60;;verkeer van rechts heeft voorrang;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;verkeer van rechts heeft voorrang;;
A1;15;;VERKEERS DREMPELS;;;;;;A1;15;;Waarschuwing;Omschrijving;VERKEERS DREMPELS;;
A2(Zone);30;;VERKEERS EXAMEN;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;VERKEERS EXAMEN;;
A1;30;;verkeers- situatie gewijzigd;;;;;;A1;30;;Vrije tekst;Omschrijving;verkeers- situatie gewijzigd;;
A1(Zone);30;;VERKEERSEXAMEN;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;VERKEERSEXAMEN;;
A2(Zone);30;;VERKEERSEXAMEN;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;VERKEERSEXAMEN;;
A1;15;;Verkeersregels van toepassing;;;;;;A1;15;;Vrije tekst;Omschrijving;Verkeersregels van toepassing;;
A1(Zone);60;;VERKEERSREMMERS;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;VERKEERSREMMERS;;
A1(Zone);30;;verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verkeerssituatie gewijzigd;;
A1(Zone);30;;Verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Verkeerssituatie gewijzigd;;
A1(Zone);30;;verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;verkeerssituatie gewijzigd;;
A3;;;verkeerssituatie gewijzigd;;;;;;A3;;;Vrije tekst;Omschrijving;verkeerssituatie gewijzigd;;
A1;15;;verkeerswege wet van toepassing;;;;;;A1;15;;Vrije tekst;Omschrijving;verkeerswege wet van toepassing;;
A1;30;;Verlaag je Snelheid Verhoog de veiligheid;;;;;;A1;30;;Vrije tekst;Omschrijving;Verlaag je Snelheid Verhoog de veiligheid;;
A2(Zone);60;;via trap;;;;;;A2;60;Zone;Vrije tekst;Omschrijving;via trap;;
A1;30;;Viaduct afgesloten voor onbepaalde tijd Voor meer informatie: gouda.nl/viduct;;;;;;A1;30;;Vrije tekst;Omschrijving;Viaduct afgesloten voor onbepaalde tijd Voor meer informatie: gouda.nl/viduct;;
A3;;;VIADUCT ELDEN;;;;;;A3;;;Vrije tekst;Omschrijving;VIADUCT ELDEN;;
A1;15;;videobewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;videobewaking;;
A1(Zone);60;;Vliegtuig spottersplaats Polderbaan;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Vliegtuig spottersplaats Polderbaan;;
A1(Zone);30;;Vlotlaan;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Vlotlaan;;
A4;30;;voetgangers;;;;;;A4;30;;Waarschuwing;Omschrijving;voetgangers;;
A4;;;voetgangers klompenpad;;;;;;A4;;;Waarschuwing;Omschrijving;voetgangers klompenpad;;
A1;60;;voetgangers oversteken;;;;;;A1;60;;Waarschuwing;Omschrijving;voetgangers oversteken;;
A1(Zone);30;;voetgangers oversteken;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;voetgangers oversteken;;
A1;15;;voetgangers voorrang;;;;;;A1;15;;Waarschuwing;Omschrijving;voetgangers voorrang;;
